"GUID идентификатор элемента";"Название элемента";"Путь для раздела";"Адрес (youtube)";"Заголовок2-1";"Ссылка2-1";"Описание2-1";"Заголовок3-1";"Ссылка3-1";"Описание3-1";"Заголовок4-1";"Ссылка4-1";"Описание4-1";"Заголовок5-1";"Ссылка5-1";"Описание5-1"
"B67928B3-12E6-D683-5BB7-8D83559AB2F7";"Как встречать год дракона";"kak-vstrechat-god-drakona";"p9HamW-VFZE";"Как встречать год Дракона: наряд, блюда и приметы | Обозреватель";"https://www.obozrevatel.com/lady/life/kak-vstrechat-god-drakona-naryad-blyuda-i-primetyi.htm";"Как встречать год Дракона: наряд, блюда и приметы. 11 ноября 2011, 11:35 44. Древний китайский зодиак — один из основных элементов циклического календаря. В нем иероглифические знаки 12 животных служили для обозначения «земных ветвей» 60-летнего календарного цикла, а также для ...";"Как встретить Новый год - год Дракона? - Праздники - www ...";"http://www.calorizator.ru/article/holiday/14";"Следующий 2012 год – год Чёрного Водяного Дракона. Астрологи рекомендуют встречать его активно, весело, в дружеском или семейном кругу. Дракон любит фейерверки, игры, веселье и всевозможные забавы, поэтому при встрече Нового года всего этого должно быть очень много.";"Как встречать новый 2012 год Дракона - Секреты красоты женщины";"http://www.genskie-nogki.ru/rest/prazdniki/how_to_meet_new_year_2012.php";"Как встречать новый 2012 год Дракона. О том, как задобрить сказочное существо в Новом 2012 году. Что приготовить, что надеть, где встречать год Дракона.";"Год Дракона - как встречать? - Интересно о вкусном - Готовить легко!";"https://www.legkogotovit.com/wisdom/delicious/show/god-drakona-kak-vstrechat-215/";"По восточному календарю наступающий год - год черного водяного Дракона. В китайском гороскопе Дракон обозначает успех и удачу. Люди, рожденные в год Дракона, обладают хорошим чувством юмора, остроумны, предприимчивые, уверенные в себе, смелые, страстные и вспыльчивые."
"52298401-9618-E748-4DAB-35C04F571033";"Как отмечать новый год православным";"kak-otmechat-novyy-god-pravoslavnym";"eOKvbSSHrWw";"Новый год по-православному | Православие и мир";"http://www.pravmir.ru/novyj-god-po-pravoslavnomu/";"29 жовт. 2016 р. - Вы задаётесь вопросом, как отметить Новый год по-православному? ... начнут (вернее, уже начали) задавать священникам на приходах, которым запестрят интернет-форумы, газетные статьи, радио и телебеседы, будет иного плана: «Как встречать Новый год в Рождественский пост?";"Новый год - Православие и мир";"http://www.pravmir.ru/novyj-god-otmetit-tak-chtoby-nazavtra-ne-muchila-sovest/";"1 січ. 2012 р. - Преддверие Нового года приносит с собой множество вопросов и сложностей, в эти дни на наш сайт поступает много вопросов о том, как провести этот праздник. С одной стороны, все мы привыкли тепло и радостно отмечать Новый год с раннего детства. Но ведь празднование нового ...";"Встречать ли Новый год? / Православие.Ru";"http://www.pravoslavie.ru/43670.html";"23 груд. 2010 р. - Конечно, отмечать Новый год пьянкой и гулянкой – обычай советский, а никак не русский православный. И нужно нам от этой вредной традиции избавляться и возвращаться к праздникам настоящим, христианским. Тем паче что Рождество у нас сейчас, слава Богу, всегда является ...";"Как встречать Новый год / Православие.Ru";"http://pravoslavie.ru/43789.html";"28 груд. 2015 р. - Как встречать Новый год. Высказать свое мнение о Новом годе – самом неоднозначном, но все же горячо любимом народом празднике – мы попросили нескольких известных православных пастырей и мирян. Николай Бурляев, президент Международного форума «Золотой витязь», ..."
"895EFC1C-C2E2-AF8A-728D-7D251169D8DA";"Как отметить Новый год на работе";"kak-otmetit-novyy-god-na-rabote";"x1klHvfhaDE";"Новый год на работе. Новогодние сценарии - 7я.ру";"http://www.7ya.ru/article/Novyj-god-na-rabote/";"Уже три года пытаюсь отметить на работе Новый год. Все никак не решалась, но в этом году...обязательно. И еще воспользуюсь этим сценарием. Просто супер! И не важно чья это идея и кто автор всего этого! Не слушайте тех, кто плохо отзывается!!! А вот на самом деле можете карту свою выслать?или ...";"Как отметить Новый год на работе | MEN'S CULT - Мужской ...";"http://www.mc.com.ua/article/business_and_career/748";"Как отметить Новый год на работе. Русский человек праздники любит. Но гулять так, чтобы не было мучительно больно за свое поведение, не умеет. Между тем культура корпоративного поведения и, в частности, веселья возникает у нас на глазах. С удивлением выясняется: торжество в родном ...";"Встретить Новый Год на работе: впечатления отважных – bit.ua";"https://bit.ua/2013/12/vstretyt-novyy-hod-na-rabote/";"Для меня встречать новый год на работе — дело привычное: за 14 лет работы ведущим 7 лет я провожу праздничную ночь на сцене, с бокалом шампанского в руках, который порой становится первым и последним за всю новогоднюю ночь – присесть и даже отдышаться не всегда получается. По-другому я ...";"Как отпраздновать Новый год в офисе: 6 необычных идей для ...";"http://www.prelest.com/stilzhizni/sobytiya/kak-otprazdnovat-novyy-god-v-ofise-6-neobychnyh-idey-dlya-korporativnogo";"Расслабьтесь – отчеты отчетами, а проводить старый год и встретить новый в родном коллективе – дело не менее важное. Чтобы праздник удался, мало закупить провизию и спиртное. Нужно позаботиться о новогоднем антураже: развесить в офисе гирлянды и дождик, припасти веселые шапочки и ..."
"84EDB45B-99FB-ECAC-54A2-74162C3A5CAB";"Как встретить Новый год в Финляндии";"kak-vstretit-novyy-god-v-finlyandii";"J_CeXptcWdQ";"Новый год в Финляндии 2018: фото и отзывы о встрече Нового ...";"https://tonkosti.ru/%D0%9D%D0%BE%D0%B2%D1%8B%D0%B9_%D0%B3%D0%BE%D0%B4_%D0%B2_%D0%A4%D0%B8%D0%BD%D0%BB%D1%8F%D0%BD%D0%B4%D0%B8%D0%B8";"Новый год в Финляндии может стать настоящей зимней сказкой, если заранее решить для себя несколько важных вопросов. Самый главный — время планируемой поездки. Длительный отдых, с «захватом» рождественской недели, погрузит в атмосферу главного европейского праздника и подготовит к ...";"Новый год в Финляндии — 2018 - Make-Trip.ru";"https://make-trip.ru/poezdki-po-evrope/novyj-god-v-finlyandii";"28 лист. 2016 р. - Рассказываем, как и где встретить Новый год — 2018 в Финляндии. Аренда коттеджей в Лапландии и отелей в Хельсинки, цены на еду и развлечения, чем заняться и что посмотреть, отзывы туристов. Наша северная соседка Финляндия в последнее время стала необычайно популярна для ...";"Новый год в Финляндии 2018 - как отмечают, развлечения, отели ...";"https://guruturizma.ru/novogodnie-kanikuly-v-finlyandii/";"12 вер. 2017 р. - Позаботиться о новогоднем отдыхе стоит уже осенью. Если хочется встретить Новый год в заснеженной сказочной стране, на родине Санта Клауса, то надо отправляться в Финляндию. Там можно осуществить все свои детские мечты, окунуться в атмосферу праздника с головой, ...";"Где в Финляндии отметить Новый Год? - turtella.ru";"https://turtella.ru/Finland/voprosy/q1745_Gde_v_Finlyandii_otmetit_Novyj_God.html";"Самый классный Новый год в Финляндии можно встретить в финской Лапландии, городе Рованиеми, это и куча снега, и настоящий мороз, и все условия для встречи Нового года, посещение деревни Санта-Клауса, катание на снегоходах, оленях, лыжах. С сервисом там всё отлично, куча разных гостиниц, ..."
"B25D209F-E42B-65B8-695F-E56F1D38198C";"Как справить новый год хорошо";"kak-spravit-novyy-god-horosho";"T4FvLypDOkY";"10 способов встретить Новый год не так, как обычно - Лайфхакер";"https://lifehacker.ru/2014/12/18/10-sposobov-vstretit-novy-j-god-ne-tak-kak-oby-chno/";"18 груд. 2014 р. - Вот несколько альтернативных способов отпраздновать Новый год.";"Как отпраздновать Новый год дома с семьей - wikiHow";"https://ru.wikihow.com/%D0%BE%D1%82%D0%BF%D1%80%D0%B0%D0%B7%D0%B4%D0%BD%D0%BE%D0%B2%D0%B0%D1%82%D1%8C-%D0%9D%D0%BE%D0%B2%D1%8B%D0%B9-%D0%B3%D0%BE%D0%B4-%D0%B4%D0%BE%D0%BC%D0%B0-%D1%81-%D1%81%D0%B5%D0%BC%D1%8C%D0%B5%D0%B9";"Как отпраздновать Новый год дома с семьей. Встреча Нового года дома с семьей может стать прекрасной возможностью укрепить семейные узы, ве.";"Как весело отпраздновать новый год с друзьями - allWomens";"http://www.allwomens.ru/13683-kak-veselo-otprazdnovat-novyy-god-s-druzyami.html";"2 лист. 2011 р. - Как весело отпраздновать новый год с друзьями, оригинальные идеи. ... любимых праздников. В эту ночь мы стараемся хорошо повеселиться, наготовить много вкусностей, отдохнуть, подарить и получить подарки, загадать множество желаний и надеяться, что они обязательно сбудутся.";"20 способов встретить Новый год необычно - Собеседник";"https://sobesednik.ru/obshchestvo/20141230-20-sposobov-vstretit-novyy-god-neobychno";"30 груд. 2014 р. - Если вам порядком наскучило устраивать ежегодное традиционное застолье с родней, проведите новогоднюю ночь по-новому. [:same:] 1. Посмотрите, в какой последовательности встречают Новый год разные страны. Вы можете загадывать желания под бой курантов Новой Зеландии, ..."
"4B0EA901-A0A9-FF01-784F-EA4D64EECC0A";"Как справить Новый год в одиночестве";"kak-spravit-novyy-god-v-odinochestve";"HJ3t4pvgQoc";"Как интересно встретить Новый год Собаки 2018 в одиночестве ...";"https://mag.relax.by/prazdnik/ny/481347-novyj-god-v-odinochestve/";"В канун Нового года только и разговоров о том, как и с кем встречать торжество. Некоторые даже не задумываются над тем, что Новый год можно отлично провести и встретить в одиночестве, а семейные люди и любители шумных компаний всегда сочувственно кивают подобной идее. На самом деле ...";"Новый год в одиночестве - Домашний";"https://www.domashniy.ru/psihologiya/novyj_god_v_odinochestve_ne_tak_uzh_i_ploho/";"Как отметить Новый год в одиночестве. Новый год в ... На самом деле, даже от Нового года в одиночестве можно получить удовольствие! Читайте также ... В году еще есть 364 дня, когда можно оторваться по полной, а в новогоднюю ночь стоит запастись силами, чтобы провести весь год расслабленно.";"Как провести Новый год в одиночестве и не пожалеть (себя) | Marie ...";"http://www.marieclaire.ru/psychology/psychology_rabota-nad-soboy/kak-provesti-novyiy-god-v-odinochestve-i-ne-pojalet-sebya-/";"Хотя, если задуматься, то «активные приготовления» и «бурная встреча» утомительны и для нервной системы, и для всего организма в целом, поэтому встречать Новый год в одиночестве, может быть, даже намного лучше. Мы попросили наших экспертов рассказать, как правильно отметить главную ночь ...";"Как встретить Новый год одной (одному): необычные идеи!";"http://new-year-party.ru/kak-vstretit-novyiy-god-odnoy-odnomu/";"Хотите знать как необычно встретить новый год в одиночестве? Даже если ты один (или одна) существует масса идеи как провести это время с пользой и с положительными эмоциями."
"67DCCE92-64D4-B60E-8B56-7BFDE6EC0AC9";"Как развлечь гостей в новогоднюю ночь";"kak-razvlech-gostey-v-novogodnyuyu-noch";"ElFMu0gIRmI";"Чем занять гостей в новогоднюю ночь - Комсомольская правда";"https://www.kp.ru/daily/24207/411612/";"11 груд. 2009 р. - Если вы задумали в новогоднюю ночь карнавал, обязательно заранее сообщите об этом гостям, чтобы они успели сшить или купить соответствующие костюмы. Но в любом случае, все-таки приготовьте некоторые атрибуты (бороды, колпаки, картонные короны, маски и т.д.), чтобы каждый ...";"Сценарии новогодней ночи ... или как развлечь гостей? • Форум ...";"http://www.leleka-online.com/forum/viewtopic.php?f=149&t=4300";"Не забывайте, новогодняя ночь – это ночь прежде всего развлечений, а не гурманства. Самый простой способ позабавиться – устроить конкурс рисунка. Всем гостям раздайте по листику бумаги, ручку, карандаши или фломастеры. Пусть каждый нарисует портрет с элементами шаржа ...";"Чем развлечь гостей в новогоднюю ночь - Филгуд";"http://feelgood.ua/obraz-zhizni/chem-razvlech-gostej-v-novogodnyuyu-noch-feelgood/";"Новый год приносит счастье, чудеса и воспоминания о детстве. Но при одном условии: встречать его нужно «правильно». Долой просмотр телепередач, долой унылое поедание оливье и неумеренное потребление алкоголя! Да здравствует веселье! Вот несколько подсказок, которые действительно ...";"Чем развлечь гостей в новогоднюю ночь?";"http://spodarochkom.ru/podarki-kogda/novyj-god/chem-razvlech-gostej-v-novogodnyuyu-noch.html";"6 жовт. 2014 р. - Чем развлечь гостей в новогоднюю ночь, какие новогодние застольные развлечения организовать… — повод для беседы сегодня! Я вам «подкину» несколько идей, которые, возможно, вас заинтересуют! Вы можете применить все идеи или выбрать подходящие, решать Вам! Небольшое ..."
"75AA21C3-6B0A-1F7C-27C8-38F5F88C6F6D";"Как поздравить всю страну с новым годом";"kak-pozdravit-vsyu-stranu-s-novym-godom";"E3iQ376_wWI";"Как поздравить всю страну с новым годом - AstroMeridian.Ru";"http://www.astromeridian.ru/poetry/pozdravlaem_vsju_stranu_s_novym_godom.html";"Как поздравить всю страну с Новым годом? - естественно, об этом задумывался мало кто. Но иногда хочется поздравить всех с Новым годом, особенно, когда вы переполнены радостью и приятными эмоциями. Ниже мы дадим вам пару советов того, как вовлечь как можно больше людей в празднование ...";"Как поздравить друга с Новым годом - AstroMeridian.Ru";"http://www.astromeridian.ru/poetry/pozdravlaem_druga_s_novym_godom.html";"Сегодня в мире современных технологий, редко кто поздравляет друг друга вживую. В основном, для поздравлений используются СМС-ки или социальные сети. О том, как поздравить друга с Новым годом и поднять ему настроение мы расскажем вам сейчас. Так как же поздравить друга с Новым годом.";"Как поздравить женщину с Новым годом - AstroMeridian.Ru";"http://www.astromeridian.ru/poetry/pozdravlaem_zhenshhinu_s_novym_godom.html";"Потому что именно в эту ночь многие загадывают желания и верят, что Новый год будет намного лучше старой. Новогодний праздник - это отличный способ показать женщине, что она очень дорога и важна вам. Ну а как поздравить женщину с Новым годом расскажем мы. Советы - как поздравить женщину ...";"Новогоднее обращение сатирика к народу - Политика, Россия - МК";"http://www.mk.ru/politics/2010/12/27/555398-novogodnee-obraschenie-satirika-k-narodu.html";"27 груд. 2010 р. - Мне выпала честь поздравить с Новым годом наш народ, в последний раз назвав его советским. ... а отчество от Ельцина — Николаевич. Многим в ту ночь взгрустнулось у экранов: что можно ждать от страны, которую с Новым годом от имени государства поздравлял юморист-сатирик?"
"008649B3-67BB-9D5B-5E95-2827953C4E1B";"Как встретить Новый год вдвоем с любимым";"kak-vstretit-novyy-god-vdvoem-s-lyubimym";"Sg5F6_95Iyk";"Новый год вдвоем: идеальный сценарий - Kleo.ru";"https://www.kleo.ru/items/love/novyi_god_vdvoem.shtml";"27 лист. 2016 р. - Далеко не всем парам удается встретить Новый год вдвоем так, чтобы потом не было несбывшихся ожиданий и нереализованных желаний. ... года вдвоем состоит в том, что вы можете позволить себе гораздо больше, чем в шумной компании друзей или среди любимых родственников.";"Где провести новогодние праздники: 7 вариантов встречи нового ...";"https://www.cosmo.ru/sex-love/he_and_you/novyy-god-vdvoem-7-idey-dlya-romantikov/";"18 груд. 2015 р. - 7 идей, как встретить Новый год с любимым. Иногда можно сломать традицию: вместо пресловутых посиделок с родственниками, оливье и речью президента устроить вечеринку для двоих. Ведь новых годов впереди — много, так почему бы вам не попробовать посвятить хотя бы одну ...";"Как отметить Новый год вдвоем? - Солнечные руки";"https://www.sun-hands.ru/18kak_otmetit_Novy_god_vdvoem.html";"Будем верить народным приметам и встречать Новый год вдвоем с любимым мужчиной. Сайт «Солнечные руки» подскажет, как организовать незабываемый праздник. Возможно, после него вы все последующие Новые годы захотите отмечать только вдвоем, и это станет вашей главной семейной ...";"Как встретить Новый год вдвоем с любимым? Супер идеи для двоих!";"http://new-year-party.ru/vstretit-novyy-god-vdvoem-s-lyubimym/";"Вот и наступила зима. Первые холодные и серые дни пробуждают желание праздника, который зачастую начинает приходить с первыми новогодними стеллажами в магазинах. Именно в эту пору стоит задуматься о том, как встретить наступление Нового года. Существует масса вариантов, поэтому ..."
"2EEEE672-3567-B4DC-C574-81D7E6FFA948";"Как отметить Новый год в компании";"kak-otmetit-novyy-god-v-kompanii";"JMGY7LCEpO4";"10 способов встретить Новый год не так, как обычно - Лайфхакер";"https://lifehacker.ru/2014/12/18/10-sposobov-vstretit-novy-j-god-ne-tak-kak-oby-chno/";"18 груд. 2014 р. - Вот несколько альтернативных способов отпраздновать Новый год.";"20 способов встретить Новый год необычно - Собеседник";"https://sobesednik.ru/obshchestvo/20141230-20-sposobov-vstretit-novyy-god-neobychno";"30 груд. 2014 р. - Отметьте Новый год в компании проводников и случайных пассажиров. 5. На машине или ... Попробуйте отметить Новый год в общественном транспорте, например в трамвае. ... Встретив Новый год чистым и расслабленным, вы непременно проведете его счастливо и умиротворенно. 15.";"Как отметить Новый год: 5 оригинальных идей - Дневник Успеха";"http://dnevnyk-uspeha.com/interesnye-fakty/kak-otmetit-novyj-god.html";"Как отметить Новый год в компании соседей? К сожалению, время, когда соседи ходили друг к другу в гости и дружили семьями, прошло. Но это не аннулирует такую любопытную идею, как отметить Новый год вместе с теми, кто живет в вашем доме! Конечно, желательно, чтобы вы знали хотя бы ...";"Как провести Новый Год: 20 интересных вариантов - Дневник Успеха";"http://dnevnyk-uspeha.com/interesnye-fakty/kak-provesti-novyj-god.html";"Как провести Новый год: 5 составляющих идеальной вечеринки + 7 идей для небанального торжества + 7 вариантов вечеринки вне дома + 7 преимуществ ... Дома тоже можно весело провести праздник, если красиво украсить дом, приготовить парочку вкусных блюд, собрать приятную компанию, придумать ..."
"0063661F-5B61-7FD6-41F6-CAFDD9BB8E71";"Как встречать гостей в Новый год";"kak-vstrechat-gostey-v-novyy-god";"n4ahYAXVG5E";"Как встречать гостей в Новый год - AstroMeridian.Ru";"http://www.astromeridian.ru/poetry/vstrehaem_gostej_v_novyj_god.html";"Как встречать гостей в Новый год? - этот вопрос волнует практически всех хозяек. Для многих людей Новый год считается самым любимым праздником, имеющий свой незабываемый аромат: еловой хвои, мандаринов и шоколада. Каждый из нас верит в чудо в Новый год, а также в то, что год будет таким, ...";"Новый год. Сценарии организации и встречи Нового года для ...";"http://ped-kopilka.ru/raznoe/novyi-god-i-rozhdestvo/novyi-god-scenari-organizaci-i-vstrechi-novogo-goda-dlja-vzroslyh.html";"Где встречать Новый год? Как правильно пригласить гостей на Новый год? Чтобы Новый год был благополучным, его нужно отпраздновать в правильном месте.";"Как встретить гостей на Новый год";"http://ladiesmagazine.ru/domashnie-khlopoty/poleznye-sovety/251-kak-vstretit-gostej-na-novyj-god";"Полезные советы о том, как встречать гостей на Новый год, чем их угощать, сколько еды готовить, как развлечь и что подарить.";"Как встретить новый год 2017 дома: подготовка и новые идеи для ...";"http://3ladies.su/holiday/new-year/kak-vstretit-novyj-god-2017.html";"Если вы уверенны в поддержке своих гостей, повеселиться можно даже в домашних условиях. Например, саму встречу провести как вручение Оскара, где каждый получит звездный статус. Организацией такой вечеринки следует заняться задолго до того, как наступит день встречать Новый год 2017, зато ..."
"415ACC69-187E-8970-0AFB-2A9F289C88D4";"Как написать сценарий для праздника";"kak-napisat-scenariy-dlya-prazdnika";"AkOMKUxkmUs";"Как написать сценарий праздника самому";"http://www.korporativ-vecherinka.ru/kak-napisat-scenariy-prazdnika-samomu.html";"Сценарий праздника. Как написать сценарий праздника самому? Нужно просто знать о чём вы будете писать!";"Как написать сценарий праздника или мероприятия | "Коробочка ...";"https://podelki-doma.ru/scen/kak-napisat-stsenariy-prazdnika-ili-meropriyatiya";"И будет замечательно, если вы сами придумаете сценарий, подходящий именно для вашего коллектива, имеющейся обстановки, возможностей. Но что же делать, если вы в этом чайник и не знаете с чего начать? Следовать этой инструкции. Запомните! Успех любого торжества заключается в глубокой и ...";"Как написать идеальный event-сценарий | Event.ru";"https://event.ru/trips/kak-napisat-idealnyiy-event-stsenariy/";"17 вер. 2014 р. - Для того, чтобы мероприятие запомнилось, было ярким и эффектным, необходимо приложить немало сил и времени, а также долю креатива при разработке идеи и сценария. Event-сценарий – это, можно сказать, стержень всего события, без которого мероприятие просто «распадется на ...";"Как написать сценарий для праздника как составить сценарий ...";"https://www.kakprosto.ru/kak-57734-kak-napisat-scenariy-dlya-prazdnika";"Совет 1: Как написать сценарий для праздника. Одним из самых важных моментов в организации праздника является подготовка сценария. Именно он помогает провести все действие «как по маслу» и не испортить мероприятие различного рода заминками. Как написать сценарий для праздника."
"89ED3641-1E18-7EF8-5844-8072FBB3E058";"Как отметить Новый год в кругу семьи";"kak-otmetit-novyy-god-v-krugu-semi";"0yOAmt5u_y0";"Как встретить Новый год с семьей - Relax.by";"https://mag.relax.by/prazdnik/ny/10229459-kak-vstretity-novyj-god-s-semyjej/";"Отметить Новый год с семьей дома — ваша лучшая идея в грядущий праздник. Совместное торжество, бесспорно, принесет ту самую теплоту отношениям в вашем маленьком домашнем мире. Кроме того, именно наступающий год является лучшим временем для перемен. Новогодняя ночь в кругу семьи ...";"Как отпраздновать Новый год дома с семьей - wikiHow";"https://ru.wikihow.com/%D0%BE%D1%82%D0%BF%D1%80%D0%B0%D0%B7%D0%B4%D0%BD%D0%BE%D0%B2%D0%B0%D1%82%D1%8C-%D0%9D%D0%BE%D0%B2%D1%8B%D0%B9-%D0%B3%D0%BE%D0%B4-%D0%B4%D0%BE%D0%BC%D0%B0-%D1%81-%D1%81%D0%B5%D0%BC%D1%8C%D0%B5%D0%B9";"Как отпраздновать Новый год дома с семьей. Встреча Нового года дома с семьей может стать прекрасной возможностью укрепить семейные узы, ве.";"Как весело встретить новый год семьей с детьми - Польза и Вред.Ру";"https://polzavred.ru/kak-veselo-vstretit-novyj-god-semej-s-detmi.html";"22 груд. 2014 р. - Как весело встретить новый год семьей с детьми. Содержание. Создаем праздничное настроение; Новогодние развлечения; Вручение подарков. Большинство пар, имеющих детей, особенно дошкольного возраста, вынуждены отмечать новый год дома в семейном кругу. Но даже в таких ...";"Дома на Новый год. Как весело встретить Новый год дома?";"http://ladyvenus.ru/articles/domashnii-ochag-deti/psikhologiya-otnoshenii/doma-na-novyi-god-kak-veselo-vstretit-novyi-go";"Составьте сами новогодние сценарии, проведите интересные конкурсы на Новый год, и еще много лет Ваша семья и гости будут вспоминать задор этого вечера ... Если вы, к примеру, решили встретить Новый год в семейном кругу, то вам нужны новогодние сценарии с программой, которая подойдет и для ..."
"0F154F8D-09E5-1C23-E917-633950DCF406";"Как отметить Новый год с родителями";"kak-otmetit-novyy-god-s-roditelyami";"_UKdLVvJ6do";"Новый год с родителями: как весело отпраздновать | ElleGirl";"http://www.ellegirl.ru/articles/sovetyi-kak-polyubit-novyiy-god-s-roditelyami/";"14 груд. 2016 р. - Помнишь, когда ты была еще совсем маленькая и верила в Деда Мороза, новогодняя ночь была полна волшебства? Ты начинала ждать прихода заветной полуночи, едва выпадал первый снег, и гадала – какие подарки тебе готовят мама с папой? Попробуй вспомнить это ощущение и ...";"Новый год – семейный праздник? ЗА и ПРОТИВ | Здоровая жизнь ...";"http://www.aif.ru/health/life/30188";"29 груд. 2011 р. - Мои родители – пожилые люди. Мы уже давно вместе не живем. Может, мне и хотелось бы отметить Новый год где-то в компании или в гостях, но я знаю, что родители ждут, что я приеду к ним и буду в эту ночь с ними. Мне кажется, они это заслужили. В конце концов, у них в жизни не так ...";"Как провести Новый год с родителями :: JustLady.ru - территория ...";"http://www.justlady.ru/articles-150145-kak-provesti-novyy-god-s-roditelyami";"Новый год принято считать семейным праздником, поэтому желание провести его с самыми родными и близкими людьми вполне обосновано. Все варианты семейных торжеств применяются в данном случае с.";"Как встретить Новый год с семьей - Родители - Мамочка";"http://www.mamochka.kz/article.php?article_id=3680";"Разумеется, такие оригинальные личности существуют и, может, даже в вашем окружении, но, как правило, этот праздник встречают вместе с друзьями, а чаще со своей семьёй. Ваше воображение уже нарисовало скучную картину с традиционным оливье? Долой стереотипы, Новый год с семьей — это ..."
"129689CB-5327-7DFD-4608-EC8D03107AC4";"Как встретить наступающий год";"kak-vstretit-nastupayushchiy-god";"merNGT20QPY";"Как встречать Новый 2018 год собаки, что готовить на праздник";"http://www.manalfa.com/udacha/kak-vstrechat-chto-gotovit-na-novyj-god";"Наступающий год принесёт успех в личных и семейных отношениях, наполнит их теплом и нежностью. Период будет благоприятен для создания крепкого и счастливого брачного союза, а также удачным для трудолюбивых и ответственных людей. Успех будет сопутствовать и любителям путешествий.";"В чем встречать Новый год 2018 (год Собаки): модные цвета и ...";"https://www.kp.ru/putevoditel/stil/v-chem-vstrechat-novyj-god/";"Год как встретишь, так его и проведешь. И в наступающем 2018-м эта примета актуальна как никогда! Ведь он будет особенным. Не менее актуальна и проблема - в чем встречать новый год.";"Как встретить новый 2018 год Желтой Земляной Собаки. Что ...";"http://maminsite.ru/holiday.files/new-year.htm";"Как встретить Новый год 2018. ... 2018 год — год Желтой Земляной Собаки. По китайским поверьям, в год Собаки нас ожидают сытость и стабильность. Собака — верное ... Деревянная подставка под хлеб или сыр, скатерть из натуральной ткани — символ стабильности и спокойствия в наступающем году.";"Как встретить 2017 год Петуха - Vedmochka.net";"http://vedmochka.net/%D0%BD%D0%BE%D0%B2%D1%8B%D0%B9-%D0%B3%D0%BE%D0%B4-2017/%D0%BA%D0%B0%D0%BA-%D0%B2%D1%81%D1%82%D1%80%D0%B5%D1%82%D0%B8%D1%82%D1%8C-2017-%D0%B3%D0%BE%D0%B4-%D0%BF%D0%B5%D1%82%D1%83%D1%85%D0%B0.html";"Наступающий 2017 год окажется под влиянием Красного Петуха. Управляющей стихией года станет Огонь, который не только окрасит Петуха, но и придаст ему такие качества как энергия, прямолинейность, могущество и уверенность в своих силах. Все эти качества, в совокупности с честолюбием и ..."
"21895BC9-4ACA-51C3-2836-F16C485794D1";"Как развлечь друзей на Новый год";"kak-razvlech-druzey-na-novyy-god";"VxGlhIu7F48";"Чем развлечь гостей в новогоднюю ночь?";"http://spodarochkom.ru/podarki-kogda/novyj-god/chem-razvlech-gostej-v-novogodnyuyu-noch.html";"6 жовт. 2014 р. - Здравствуйте, дорогие Друзья и гости блога «С ПОДАРОЧКОМ!» С вами на связи Мария Зазвонова! Где бы вы, дорогие мои Читатели, не встречали новый год: будь то семейный круг, круг друзей или даже коллег, с веселыми застольными развлечениями праздник станет запоминающимся!";"Чем развлечь гостей в новогоднюю ночь - Филгуд";"http://feelgood.ua/obraz-zhizni/chem-razvlech-gostej-v-novogodnyuyu-noch-feelgood/";"Новый год приносит счастье, чудеса и воспоминания о детстве. Но при одном условии: встречать его нужно «правильно». Долой просмотр телепередач, долой унылое поедание оливье и неумеренное потребление алкоголя! Да здравствует веселье! Вот несколько подсказок, которые действительно ...";"А вы уже подумали, как развлечь гостей на Новый год? - MissEva.Ru";"http://misseva.ru/raznoe/a-vy-uzhe-podumali-kak-razvlech-gostej-na-novyj-god.html";"Многие люди интересуются тем, как развлечь гостей на Новый год дома. Ведь иногда так хочется провести новогодний вечер как-то по-особенному, а не посвятить время стандартному просмотру телевизионных передач. Новый год - традиционно семейный праздник. В этот особенный вечер вся семья ...";"Как развлечь гостей за новогодним столом - новый год, застолье ...";"https://www.myjane.ru/articles/text/?id=13641";"30 груд. 2013 р. - Близится любимейший праздник не только всех детей, но и взрослых - Новый год."
