"Название раздела";"GUID идентификатор группы элементов";"GUID идентификатор родительской группы элементов";"Заголовок раздела(title)";"Описание раздела(description)";"Ключевые слова раздела(keywords)";"Описание раздела";"Путь для раздела";"Порядок сортировки раздела";"GUID идентификатор элемента";"Название элемента";"Описание элемента";"Текст для элемента";"Метки";"Активность элемента";"Порядок сортировки элемента";"Путь к элементу";"Заголовок (title)";"Значение мета-тега description для страницы с элементом";"Значение мета-тега keywords для страницы с элементом";"Флаг индексации";"Дата";"Дата публикации";"Дата завершения публикации";"Файл изображения для элемента";"Файл малого изображения для элемента";"Ярлыки";"Идентификатор пользователя сайта";"Форматированное текстовое поле1-1";"Чек бокс1-1";"Форматированное текстовое поле2-1";"Чек бокс2-1";"Форматированное текстовое поле3-1";"Чек бокс3-1";"Адрес (youtube)";"Заголовок1-1";"Ссылка1-1";"Описание1-1";"Заголовок2-1";"Ссылка2-1";"Описание2-1";"Заголовок3-1";"Ссылка3-1";"Описание3-1";"Заголовок4-1";"Ссылка4-1";"Описание4-1";"Заголовок5-1";"Ссылка5-1";"Описание5-1";
;;;;;;;;;;"Салат с ананасами и сыром";;"Довольно часто юные телезрители кулинарных программ сомневаются в том как приготовить салат с ананасами и сыром. Впрочем, этот вопрос не такой сложный как кажется. Русская кухня, как оказывается, содержит много загадок. Довольно часто то, что описано в классических трудах, после внимательного прочтения является не так очевидно. Традиционно считается, что знание как приготовить салат с ананасами и сыром является известным для любой домохозяйки. Так ли это – вопрос неоднозначный.<br> Мы решили поделиться одним из ярких рецептов. Этот рецепт нельзя считать традиционным (хотя почему?). Но по насыщенности вкусом ему, пожалуй, нет соперников в своем классе. <br> Изучите нашу инструкцию и вы узнаете как нужно готовить это вкусное блюдо, из нее вы подчерпнете о популярном блюде много нового. Вы точно узнаете как приготовить салат с ананасами и сыром. Приятного аппетита!";;"1";"0";"salat-s-ananasami-i-syrom";"Узнай как приготовить салат с ананасами и сыром. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат с ананасами и сыром - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат с ананасами курицей и кукурузой";;" Традиционная кулинария содержит много загадок и даже тайн. Даже то, что описано в классических трудах, после внимательного прочтения становится неожиданным. Традиционно считается, что понимание как приготовить салат с ананасами курицей и кукурузой является присущим для каждой домохозяйки. Так ли это – вопрос во многом не простой.<br> Мы же остановимся на наиболее ярком из рецептов. Это блюдо вряд ли можно называть традиционным (хотя собственно почему?). Но по оригинальности ему, пожалуй, нет равных. <br> Читайте нашу инструкцию и вы узнаете как нужно готовить это вкусное блюдо, из нее вы подчерпнете для себя кое-что новое. Вы точно узнаете как приготовить салат с ананасами курицей и кукурузой. ";;"1";"0";"salat-s-ananasami-kuricej-i-kukuruzoj";"Узнай как приготовить салат с ананасами курицей и кукурузой. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат с ананасами курицей и кукурузой - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат с консервированными ананасами";;"Как правило, молодые домохозяйки сомневаются в том как приготовить салат с консервированными ананасами. Однако, ничего слишком нерешаемого в этом вопросе на самом деле, нет. Традиционная кухня, как оказывается, имеет много секретов. Традиционно считается, что понимание как приготовить салат с консервированными ананасами присуще любой зрелой хозяйке. Честно говоря, это вопрос неоднозначный.<br> Мы решили поделиться с вами одним из доступных рецептов. Этот способ готовки только с натяжкой можно назвать традиционным. Но по оригинальности ему, пожалуй, сложно выбрать достойного конкурента в своем классе. <br> Ознакомьтесь с нашей статьей и будете знать как правильно приготовить это вкуснейшее блюдо, мы думаем что из нее вы узнаете для себя много нового. По крайней мере, Вы точно узнаете как приготовить салат с консервированными ананасами. Приятного чтения!";;"1";"0";"salat-s-konservirovannymi-ananasami";"Узнай как приготовить салат с консервированными ананасами. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат с консервированными ананасами - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат с курицей и ананасами и грибами";;"Многие молодые телезрители кулинарных программ сомневаются в том как приготовить салат с курицей и ананасами и грибами. Однако, этот рецепт довольно простой. Классическая кулинария, как оказывается, несет в себе много секретов. Даже то, что писали о ней исследователи, после пристального изучения является не так очевидно. Многие считают, что знание как приготовить салат с курицей и ананасами и грибами присуще начинающей домохозяйке. Это вопрос спорный.<br> Мы поделимся одним из самых простых рецептов. Этот способ готовки нельзя считать историческим. Но по своей яркости ему нет достойных соперников. <br> Ознакомьтесь с нашей статьей и узнайте как нужно готовить это вкуснейшее блюдо, мы думаем что наша статья может оказаться полезной. По крайней мере, Вы точно будете знать как приготовить салат с курицей и ананасами и грибами. Приятного аппетита!";;"1";"0";"salat-s-kuricej-i-ananasami-i-gribami";"Узнай как приготовить салат с курицей и ананасами и грибами. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат с курицей и ананасами и грибами - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат с ананасом и куриной грудкой";;" Классическая кулинария несет в себе много загадок. Даже то, что писали о ней исследователи, после внимательного прочтения является иногда удивительным. Традиционно считается, что знание как приготовить салат с ананасом и куриной грудкой присуще любой начинающей хозяйке. Скажем честно, это вопрос не простой.<br> Мы поделимся в этой статье одним из самых доступных рецептов. Этот способ готовки нельзя назвать выдающимся. Но по насыщенности вкусом ему, пожалуй, нет равных. <br> Изучите нашу статью и вы узнаете как нужно готовить это вкусное блюдо, мы уверены что из нее вы узнаете о секретах готовки много нового. По крайней мере, Вы точно узнаете как приготовить салат с ананасом и куриной грудкой. Итак, устраивайтесь поудобнее, мы начинаем!";;"1";"0";"salat-s-ananasom-i-kurinoj-grudkoj";"Узнай как приготовить салат с ананасом и куриной грудкой. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат с ананасом и куриной грудкой - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат с курицей и ананасом и чесноком";;" Обыденная кухня содержит много секретов. Довольно часто то, что описано в классических работах, при детальном разборе является иногда удивительным. Традиционно считается, что знание как приготовить салат с курицей и ананасом и чесноком присуще опытной домохозяйке. Это вопрос довольно спорный.<br> Мы решили поделиться одним из простых способов готовки этого блюда. Этот способ готовки нельзя назвать выдающимся. Но по насыщенности вкусом ему нет равных. <br> Изучите нашу инструкцию и будете знать как нужно готовить это вкуснейшее блюдо, мы надеемся что наша статья может оказаться полезной. По крайней мере, Вы точно будете уверены в том как приготовить салат с курицей и ананасом и чесноком. Приятного чтения!";;"1";"0";"salat-s-kuricej-i-ananasom-i-chesnokom";"Узнай как приготовить салат с курицей и ананасом и чесноком. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат с курицей и ананасом и чесноком - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат с ананасом и грудкой";;" Любая национальная кулинария несет в себе много хитростей. Традиционно считается, что понимание как приготовить салат с ананасом и грудкой присуще молодой домохозяйке. Это вопрос во многом спорный.<br> Мы остановимся на самом простом из рецептов. Этот способ готовки вряд ли можно назвать историческим. Но по насыщенности вкусом ему, пожалуй, нет сильных конкурентов. <br> Читайте нашу инструкцию и будете знать как нужно готовить это вкусное блюдо, наша статья будет интересной. Вы точно познакомитесь с тем как приготовить салат с ананасом и грудкой. Желаем Вам приятного чтения!";;"1";"0";"salat-s-ananasom-i-grudkoj";"Узнай как приготовить салат с ананасом и грудкой. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат с ананасом и грудкой - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат с курицей грибами и ананасами";;"Многие молодые зрители программы "Мастер-шеф" сомневаются в том как приготовить салат с курицей грибами и ананасами. Впрочем, ничего слишком невозможного в этом блюде на самом деле, нет. Русская кулинария несет в себе много хитростей. Традиционно считается, что понимание как приготовить салат с курицей грибами и ананасами присуще любой опытной домохозяйке. Так ли это – вопрос довольно не простой.<br> Мы же остановимся на наиболее доступном из рецептов. Этот рецепт сложно называть выдающимся. Но по своей яркости ему, пожалуй, сложно найти соперника. <br> Прочитайте нашу инструкцию и вы узнаете как нужно готовить это вкусное блюдо, из нее вы узнаете много нового. Как минимум, Вы точно узнаете как приготовить салат с курицей грибами и ананасами. Приятного аппетита!";;"1";"0";"salat-s-kuricej-gribami-i-ananasami";"Узнай как приготовить салат с курицей грибами и ананасами. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат с курицей грибами и ананасами - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат с ананасом и кукурузой";;"Довольно часто юные пользователи интернета сомневаются в том как приготовить салат с ананасом и кукурузой. Однако, этот рецепт не такой сложный как кажется. Русская кулинария несет в себе много хитростей. Считается, что понимание как приготовить салат с ананасом и кукурузой является известным для любой домохозяйки. Это вопрос во многом спорный.<br> Мы же решили остановиться на наиболее ярком из рецептов. Это блюдо вряд ли можно называть традиционным (хотя собственно почему?). Но по своей яркости ему, пожалуй, сложно найти конкурента в своем классе. <br> Прочитайте нашу инструкцию и вы узнаете как нужно готовить это вкуснейшее блюдо, наша статья может оказаться для вас полезной. Вы точно познакомитесь с тем как приготовить салат с ананасом и кукурузой. Приятного чтения!";;"1";"0";"salat-s-ananasom-i-kukuruzoj";"Узнай как приготовить салат с ананасом и кукурузой. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат с ананасом и кукурузой - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат с куриной грудкой и ананасами";;" Традиционная кухня, как оказывается, несет в себе достаточно много загадок. Довольно часто то, что писали о ней кулинарные знатоки, при подробном знакомстве с предметом становится не так очевидно. Традиционно считается, что понимание как приготовить салат с куриной грудкой и ананасами является присущим для любой хозяйки. Скажем честно, это вопрос во многом спорный.<br> Мы решили поделиться одним из самых ярких рецептов. Этот способ готовки вряд ли можно называть выдающимся (хотя собственно почему?). Но по насыщенности вкусом ему, пожалуй, нет сильных соперников. <br> Читайте нашу статью и будете знать как нужно готовить это вкуснейшее блюдо, мы уверены что из нее вы узнаете о секретах готовки что-то новое. Как минимум, Вы точно будете уверены в том как приготовить салат с куриной грудкой и ананасами. Приятного аппетита!";;"1";"0";"salat-s-kurinoj-grudkoj-i-ananasami";"Узнай как приготовить салат с куриной грудкой и ананасами. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат с куриной грудкой и ананасами - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат с копченой курицей и ананасом слоями";;"Многие домохозяйки не уверены как приготовить салат с копченой курицей и ананасом слоями. Однако, ничего слишком невозможного в этом рецепте нет. Классическая кухня, как оказывается, имеет достаточно много секретов. Довольно часто то, что описано в классических трудах, при детальном разборе оказывается иногда удивительным. Многие считают, что понимание как приготовить салат с копченой курицей и ананасом слоями присуще любой и каждой домохозяйке. Честно говоря, это вопрос во многом не простой.<br> Мы решили поделиться в этой статье одним из доступных способов готовки этого блюда. Этот способ готовки вряд ли можно считать историческим. Но по своей яркости ему нет соперников. <br> Изучите нашу инструкцию и узнайте как правильно приготовить это вкусное блюдо, наша статья может оказаться интересной. Как минимум, Вы точно узнаете как приготовить салат с копченой курицей и ананасом слоями. Приятного чтения!";;"1";"0";"salat-s-kopchenoj-kuricej-i-ananasom-slojami";"Узнай как приготовить салат с копченой курицей и ананасом слоями. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат с копченой курицей и ананасом слоями - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат с курицей и ананасом слоеный";;"Многие молодые пользователи соцсети Вконтакте сомневаются в том как приготовить салат с курицей и ананасом слоеный. Однако, этот рецепт не такой уж сложный. Русская кулинария содержит достаточно много секретов. Даже то, что написано о ней классиками, после внимательного прочтения становится иногда удивительным. Традиционно считается, что понимание как приготовить салат с курицей и ананасом слоеный присуще любой зрелой хозяйке. Честно говоря, это вопрос не простой.<br> Мы поделимся с вами одним из самых доступных рецептов. Это блюдо вряд ли можно называть традиционным. Но по своей яркости ему, пожалуй, сложно выбрать достойного соперника. <br> Ознакомьтесь с нашей статьей и узнайте как правильно приготовить это вкусное блюдо, мы надеемся что наша статья может оказаться полезной. Вы точно будете уверены в том как приготовить салат с курицей и ананасом слоеный. ";;"1";"0";"salat-s-kuricej-i-ananasom-sloenyj";"Узнай как приготовить салат с курицей и ананасом слоеный. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат с курицей и ананасом слоеный - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат курица с ананасами и грибами слоями";;" Любая национальная кулинария имеет много загадок. Довольно часто то, что писали о ней исследователи, при подробном знакомстве с предметом становится иногда удивительным. Традиционно считается, что знание как приготовить салат курица с ананасами и грибами слоями присуще любой и каждой домохозяйке. Честно говоря, это вопрос довольно риторический.<br> Мы решили поделиться на этой странице одним из самых простых способов готовки этого блюда. Это блюдо вряд ли можно назвать выдающимся. Но по своему вкусу ему, пожалуй, нет соперников в своем классе. <br> Читайте нашу инструкцию и вы узнаете как правильно приготовить это вкусное блюдо, мы надеемся что из нее вы узнаете для себя много нового. По крайней мере, Вы точно будете знать как приготовить салат курица с ананасами и грибами слоями. Итак, устраивайтесь поудобнее, и мы начнем!";;"1";"0";"salat-kurica-s-ananasami-i-gribami-slojami";"Узнай как приготовить салат курица с ананасами и грибами слоями. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат курица с ананасами и грибами слоями - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат курочка ряба с ананасом";;" Классическая кухня, как оказывается, содержит достаточно много загадок и даже тайн. Традиционно считается, что знание как приготовить салат курочка ряба с ананасом является известным для любой домохозяйки. Честно говоря, это вопрос не простой.<br> Мы же остановимся на самом ярком из рецептов. Это блюдо нельзя считать историческим. Но по насыщенности вкусом ему сложно найти достойного соперника. <br> Изучите нашу инструкцию и узнайте как правильно приготовить это вкусное блюдо, из нее вы подчерпнете о популярном блюде что-то новое. Как минимум, Вы точно будете уверены в том как приготовить салат курочка ряба с ананасом. ";;"1";"0";"salat-kurochka-rjaba-s-ananasom";"Узнай как приготовить салат курочка ряба с ананасом. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат курочка ряба с ананасом - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
