"GUID идентификатор элемента";"Название элемента";"Путь для раздела";"Адрес (youtube)";"Заголовок2-1";"Ссылка2-1";"Описание2-1";"Заголовок3-1";"Ссылка3-1";"Описание3-1";"Заголовок4-1";"Ссылка4-1";"Описание4-1";"Заголовок5-1";"Ссылка5-1";"Описание5-1"
"13C548FF-53AC-8F49-24B1-BFCEC21B96A1";"Как сделать украшения для елки своими руками";"kak-sdelat-ukrasheniya-dlya-elki-svoimi-rukami";"tlJF7SxLKik";"Ёлочные игрушки своими руками - Сайт happynewyear2013!";"https://happynewyear2013.jimdo.com/%25D0%25B3%25D0%25BB%25D0%25B0%25D0%25B2%25D0%25BD%25D0%25B0%25D1%258F/%25D0%25BD%25D0%25BE%25D0%25B2%25D1%258B%25D0%25B9-%25D0%25B3%25D0%25BE%25D0%25B4/%25D0%25B5%25D0%25BB%25D0%25BE%25D1%2587%25D0%25BD%25D1%258B%25D0%25B5-%25D0%25B8%25D0%25B3%25D1%2580%25D1%2583%25D1%2588%25D0%25BA%25D0%25B8-%25D1%2581%25D0%25B2%25D0%25BE%25D0%25B8%25D0%25BC%25D0%25B8-%25D1%2580%25D1%2583%25D0%25BA%25D0%25B0%25D0%25BC%25D0%25B8/&sa=U&ved=0ahUKEwjktaHez-3XAhXGQt8KHQS5BNAQFggwMAc&usg=AOvVaw2HnJilKZtmirDSu";"Изготавливаем елочные игрушки 2018 своими руками. Самодельные елочные игрушки из разных материалов. Мастер-класс.";"Как сделать игрушки на елку 2018 своими руками. Фото, видео ...";"http://etotdom.com/design/igrushki-na-elku-svoimi-rukami/&sa=U&ved=0ahUKEwjktaHez-3XAhXGQt8KHQS5BNAQFgg2MAg&usg=AOvVaw3XEK-a-xWbb_8Wx";"По сути, сделать елочную игрушку – проще простого. Достаточно прикрепить к шишке, маленькой игрушке, яркому помпону из шерстяных нитей тесемку и подвесить ее к елке. При желании, елку можно украсить чем угодно. В Европе становится очень популярным украшать елку и дом в одной цветовой  ...";"15 идей для елочных игрушек своими руками ― Женский журнал ...";"http://womanway.online/article/15-idej-dlja-elochnyh-igrushek-svoimi-rukami/&sa=U&ved=0ahUKEwjktaHez-3XAhXGQt8KHQS5BNAQFgg9MAk&usg=AOvVaw0IRCvAPspBg-2-s";"Елочные игрушки своими руками: мастер класс, фото. Как сделать новогодние игрушки на елку для детского сада, на конкурс, для уличной и большой елки?. Новогодние елочные игрушки своими руками из цветной бумаги, из подручных материалов, фетра, лампочек, пластиковых бутылок, ваты, ткани, ...";"Новогодние елочные украшения - Pinterest";"https://ru.pinterest.com/explore/%25D0%25BD%25D0%25BE%25D0%25B2%25D0%25BE%25D0%25B3%25D0%25BE%25D0%25B4%25D0%25BD%25D0%25B8%25D0%25B5-%25D0%25B5%25D0%25BB%25D0%25BE%25D1%2587%25D0%25BD%25D1%258B%25D0%25B5-%25D1%2583%25D0%25BA%25D1%2580%25D0%25B0%25D1%2588%25D0%25B5%25D0%25BD%25D0%25B8%25D1%258F/&sa=U&ved=0ahUKEwjktaHez-3XAhXGQt8KHQS5BNAQFghEMAo&usg=AOvVaw2gO4XECnYwJfqDy";"Я всегда хотела сделать венок своими руками, но не знала, с чего начать. Всегда чего-то не хватало. Поэтому еще в конце октября мы с Алисой заранее позаботились о материалах и собрали шишки. Все остальные ингредиенты я просто купила на рынке. О них чуть ниже. Для венка вам понадобятся:."
"3DD9A408-4FFB-F9D9-BE8D-6B1F9B80422F";"Что поставить на новогодний стол в 2014 году";"chto-postavit-na-novogodniy-stol-v-2014-godu";"uEv5GDbJ0WM";"Новогодний стол 2014: что приготовить на Новый год?";"https://www.eat-me.ru/20131130/novogodnij-stol-2014-chto-prigotovit-na-novyj-god.htm&sa=U&ved=0ahUKEwizlIr3z-3XAhWnUN8KHTGLChwQFggwMAc&usg=AOvVaw0N02gYg0-TarGXT";"18 ноя 2014 ... Популярные рецепты к новому году 2018. Какие рецепты сделать на новогодний стол.";"Новогодний стол 2018 на год желтой собаки, новогоднее меню ...";"https://www.kulina.ru/articles/holy/novyjgod/novogodnieretsepty/&sa=U&ved=0ahUKEwizlIr3z-3XAhWnUN8KHTGLChwQFgg2MAg&usg=AOvVaw3ULM4lrH3WZbPRt";"Что приготовить на Новый год 2018, какие горячие блюда, салаты, закуски, бутерброды и напитки поставить на стол в соответствии с восточным календарем тридцать первого декабря, мы и постараемся решить сейчас с вами.";"Что приготовить на Новый год 2018 - Кулинямка";"http://kulinyamka.ru/vse-dlya-prazdnika/chto-prigotovit-na-noviy-god.html&sa=U&ved=0ahUKEwizlIr3z-3XAhWnUN8KHTGLChwQFgg8MAk&usg=AOvVaw2runqnaWSLB6v6o";"В преддверии нового 2017 года хозяйки поглощены заботой о том, что приготовить на новый год, как накрыть новогодний стол, чтобы порадовать покровителя года по восточному гороскопу – Петуха. Новогодний стол должен быть в простоте, без излишеств особенных, но сытным, ведь петух отличается ...";"Что приготовить на новый год 2017: новые блюда на год петуха ...";"https://klub-drug.ru/prazdniki/god-novyj/blyuda-chto-prigotovit-foto.html&sa=U&ved=0ahUKEwizlIr3z-3XAhWnUN8KHTGLChwQFghCMAo&usg=AOvVaw3gHVJlygWUE69RO";"Всё для новогоднего стола 2018. Новогодние рецепты с фото на Новый год 2018. Сервировка и украшение новогоднего стола 2018. Украшение новогодних блюд. Вкусные рецепты на Новый год 2018."
"7153115A-34DF-E363-9BDD-B883CE1234E2";"Как сделать новогодний &quot;сугроб&quot; для окна";"kak-sdelat-novogodniy-sugrob-dlya-okna";"AZl-J-nHSLI";"Ёлочные игрушки своими руками | Новогодние поделки от ...";"http://podarki.ru/go/%25D0%2581%25D0%25BB%25D0%25BE%25D1%2587%25D0%25BD%25D1%258B%25D0%25B5-%25D0%25B8%25D0%25B3%25D1%2580%25D1%2583%25D1%2588%25D0%25BA%25D0%25B8-%25D1%2581%25D0%25B2%25D0%25BE%25D0%25B8%25D0%25BC%25D0%25B8-%25D1%2580%25D1%2583%25D0%25BA%25D0%25B0%25D0%25BC%25D0%25B8&sa=U&ved=0ahUKEwjx-ZiI0O3XAhXucd8KHbGIDTkQFggkMAQ&usg=AOvVaw3bbwjzVi49xINsn";"Симпатичное украшение на новогоднюю елку. Видео-инструкция. Елочная игрушка в стиле ретро. Простое украшение для новогодней елочки из спила веток. Шарик с пёрышками. Легкое, воздушное, ветерку послушное... ёлочное украшение. Ёлочная игрушка из спила ветки. Как сделать эффектное ...";"Как сделать снежинку - Dvorec.ru";"http://new-year.dvorec.ru/delaem_snezinku.php&sa=U&ved=0ahUKEwjx-ZiI0O3XAhXucd8KHbGIDTkQFggqMAU&usg=AOvVaw2R5vJVtW6-vJ9cH";"Новогоднюю снежинку можно сделать как из бумаги, так и из макарон, и даже из основы от рулона туалетной бумаги. Существуют множество способов сделать снежинку из бумаги. Вы узнаете, как сделать обычную и объемную снежинку. Подключайте детей и давайте начнем. У вас обязательно все ...";"13 способов сделать елочные игрушки своими руками - Клуб ...";"https://7dach.ru/SilVA/13-sposobov-sdelat-novogodnie-i-rozhdestvenskie-igrushki-svoimi-rukami-13898.html&sa=U&ved=0ahUKEwjx-ZiI0O3XAhXucd8KHbGIDTkQFggwMAY&usg=AOvVaw15Y1ZtUNzKNTu4C";"27 дек 2014 ... Новогодний шар из карамели чупа- чупс. И это только малая часть игрушек и украшений, которые можно сделать самим. Фантазируйте, используйте любые подручные средства: вышивайте, вяжите, декорируйте, красьте и лепите из полимерной глины, и ваша игрушка будет для вас самая ...";"Новогодние игрушки своими руками: как сделать елочные ...";"https://www.houzz.ru/ideabooks/76158109/list/fotoohoota-63-idei-dlya-novogodnih-igrushek-svoimi-rukami&sa=U&ved=0ahUKEwjx-ZiI0O3XAhXucd8KHbGIDTkQFgg2MAc&usg=AOvVaw01XTCwTtw2TQ9J-";"25 ноя 2017 ... За идеями далеко ходить не придется: в нашей подборке есть масса вдохновляющих советов, как сделать новогодние игрушки своими руками с минимальными затратами и максимальным эффектом. Под фотографиями вы найдете схему действий или ссылку на мастер-класс с подробным ..."
"D614C981-8858-8FF3-E211-834D351D21D2";"Каким должен быть новогодний стол 2015";"kakim-dolzhen-byt-novogodniy-stol-2015";"eN2QzUIZTWA";"Каким должен быть новогодний стол: 5 советов диетолога ...";"https://weekend.rambler.ru/beauty/kakim-dolzhien-byt-novoghodnii-stol-5-sovietov-diietologha-2015-12-29/&sa=U&ved=0ahUKEwjT8M2h0O3XAhXkhOAKHcgfACAQFggsMAc&usg=AOvVaw2vHhfVwpYDyxivq";"Какие блюда должны быть на столе на Новый год 2015, и какими элементами можно его украсить?";"Стол на Новый год 2015: Что должно быть и как украсить? (Фото)";"http://jenskie-hitrosti.ru/na-zametku/stol-na-novyj-god-2015-chto-dolzhno-byt-i-kak-ukrasit-foto.html&sa=U&ved=0ahUKEwjT8M2h0O3XAhXkhOAKHcgfACAQFggxMAg&usg=AOvVaw03z5ycYfShOniRy";"18 ноя 2014 ... Почти каждый новогодний стол в России украшают пироги, щи, рыбные блюда. А в Словакии и Чехии на праздничном столе обязательно должны быть тушеная капуста с колбасками, карп, грибной суп, маковое и медовое печение с молоком. Новогодние праздники во Франции можно смело ...";"Новогодний стол 2018 на год желтой собаки, новогоднее меню ...";"https://www.kulina.ru/articles/holy/novyjgod/novogodnieretsepty/&sa=U&ved=0ahUKEwjT8M2h0O3XAhXkhOAKHcgfACAQFgg2MAk&usg=AOvVaw0SFNq0JCEKO0bl3";"Каким должен быть новогодний стол 2015 и как его украсить? Мы делимся советами.";"Каким должен быть новогодний стол 2015: советы хозяйкам";"https://sunny7.ua/dom/byt/kakim-doljen-byt-novogodniy-stol-2015&sa=U&ved=0ahUKEwjT8M2h0O3XAhXkhOAKHcgfACAQFgg8MAo&usg=AOvVaw1fjVatDggI-CJiN";"Каким должен быть новогодний стол - 2016. Фотография - Каким должен быть новогодний стол - 2016. Шеф-повар поделился с Today.kz рецептом фаршированной утки с яблоками, которая идеально подходит для праздничного стола. 19 дек. 2015 14:30 7192 0 ..."
"0BEE4A9A-DF37-24AF-2057-D6665CE41D7C";"Все для чудесного праздника";"vse-dlya-chudesnogo-prazdnika";"kaQjscnwji4";"Чудесного праздника! | Лакарт Дизайн";"http://www.lacart.ru/ru/catalog/otkrytki/chudesnogo-prazdnika&sa=U&ved=0ahUKEwjVgoC90O3XAhVBheAKHbKDD28QFggqMAg&usg=AOvVaw3iZFnYLoEvbGB4h";"Мы придумали праздник с неугомонными птичками!!! Вас ждут конкурсы и состязания, свинобоулинг, гигантская рогатка и невероятное множество сюрпризов от Деда Мороза , Снегурочки и Забавной Собаки - символа наступающего года ☃ ❄ Спешите бронировать даты, их все меньше !!!";"Разные люди. Мы все такие разные, и все-таки мы вместе... - Результат из Google Книги";"https://books.google.ru/books?id=TCcWDgAAQBAJ&pg=PT50&lpg=PT50&dq=%D0%92%D1%81%D0%B5+%D0%B4%D0%BB%D1%8F+%D1%87%D1%83%D0%B4%D0%B5%D1%81%D0%BD%D0%BE%D0%B3%D0%BE+%D0%BF%D1%80%D0%B0%D0%B7%D0%B4%D0%BD%D0%B8%D0%BA%D0%B0&source=bl&ots=Wj2EDf6zWn&sig=WvD2OSpA5iZHGPzwySuZ_5Y3g2Y&hl=ru&sa=X&ved=0ahUKEwjVgoC90O3XAhVBheAKHbKDD28Q6AEILzAJ";"Мария, у Вас прекрасно-чудесные фото в нашем платье!!! И сама. Мария, у Вас прекрасно-чудесные фото в нашем ... Всем чудесного солнечного утра. Спасибо за супер-позитивное фото!!! Всем .... Спасибо за суперские фотографии с чудесного праздника!!!! #princessedemonaco # princessedemona.";"Купить Открытка Чудесного праздника в интернет магазине на ...";"https://www.livemaster.ru/item/13527477-otkrytki-otkrytka-chudesnogo-prazdnika&sa=U&ved=0ahUKEwjVgoC90O3XAhVBheAKHbKDD28QFggyMAo&usg=AOvVaw13s_Y7eq0UKLgxo";"В ожидании чудесного праздника я желаю терпения.Пусть все Ваши ожидания обязательно воплотятся в жизнь.И пусть в памяти останутся только добрые и приятные воспоминания об уходящем годе! #музыка.";"Золото инков - печать заклятия - Результат из Google Книги";"https://books.google.ru/books?id=B3WapOqcXD0C&pg=PA119&lpg=PA119&dq=%D0%92%D1%81%D0%B5+%D0%B4%D0%BB%D1%8F+%D1%87%D1%83%D0%B4%D0%B5%D1%81%D0%BD%D0%BE%D0%B3%D0%BE+%D0%BF%D1%80%D0%B0%D0%B7%D0%B4%D0%BD%D0%B8%D0%BA%D0%B0&source=bl&ots=sy9RQHToLp&sig=nHIE2Wud_JjvSyxU3zzV8a4SFIY&hl=ru&sa=X&ved=0ahUKEwjVgoC90O3XAhVBheAKHbKDD28Q6AEINzAL";"... приближение чудесного праздника- Нового года, который дарит большинству из нас ощущение волшебства и чего-то нового. Декоративные украшения ручной работы, расписные елочные украшения, необычные свечи, оригинальные елочки, рождественские венки и календари, веселые сувениры- все ..."
"9E47A8D9-2B81-74BC-CAA0-336701AC93D2";"Как сделать новогоднюю елочку из конфет";"kak-sdelat-novogodnyuyu-elochku-iz-konfet";"pefXjsiFB2w";"Как сделать новогоднюю елку из конфет - MirSovetov.ru";"http://mirsovetov.ru/a/housing/make-myself/christmas-tree-candy.html&sa=U&ved=0ahUKEwi3n4nK0O3XAhWQNd8KHfP0CAMQFggsMAg&usg=AOvVaw1bdt5rMR1DchpCN";"Новогодняя елка из конфет – это креативный способ подачи различных сладостей к праздничному столу. Такую вкусную елочку можно подарить детишкам, друзьям или же удивить ею коллег по работе. Как всем известно, главным символом Нового года является елка, а сам праздник не проходит без ...";"Новогодняя елка из конфет – фото, как ее сделать своими руками";"http://xcook.info/recipe/novogodnjaja-elka-iz-konfet.html&sa=U&ved=0ahUKEwi3n4nK0O3XAhWQNd8KHfP0CAMQFggzMAk&usg=AOvVaw3Q9cGUcZLaMa1fN";"Содержание: Чудо-елка; Как сделать елку из конфет? Для меня Новый год — самый любимый праздник с детства, самый загадочный и волшебный праздник в году. До сих пор, как в детстве, жду сюрпризов и верю в новогоднее чудо. Очень приятно получать подарки от родных и близких людей, но еще ...";"Чудо-ёлка - ёлка из конфет! Новогодняя елка - 7я.ру";"http://www.7ya.ru/article/Chudo-elka/&sa=U&ved=0ahUKEwi3n4nK0O3XAhWQNd8KHfP0CAMQFgg6MAo&usg=AOvVaw26nXyD5klG_UfNc";"Идея безусловно не нова, но толковых подробных мастер-классов по изготовлению Конфетных Елочек я не нашла. А то что нашла, такое тяп-ляп, что и не считается МК «Елка из конфет» . Поэтому я решила сделать свой МК и поделиться им с вами, друзья ! Уверена, что кому-нибудь в накануне Нового ...";"МК «Елка из конфет» | Официальный сайт кулинарных рецептов ...";"https://www.edimdoma.ru/club/posts/13550-mk-elka-iz-konfet&sa=U&ved=0ahUKEwi3n4nK0O3XAhWQNd8KHfP0CAMQFghAMAs&usg=AOvVaw3YCJ76uGsUtWAMM";"Поделка новогодняя елка. Как сделать новогоднюю елку своими руками. Фото и шаблоны елочек из бумаги. Самодельная новогодняя ёлка оригами. Ёлки из шишек, мишуры и конфет."
"B508545C-F324-3627-21CF-841A3F53ED49";"Новый год 2015. Что приготовить на праздничный стол";"novyy-god-2015-chto-prigotovit-na-prazdnichnyy-stol";"ixCGE9OrSso";"Новый год 2016, новогодние рецепты с фото на RussianFood ...";"http://www.russianfood.com/recipes/bytype/%3Ffid%3D260&sa=U&ved=0ahUKEwiG2vD80O3XAhWuYd8KHTYeB-wQFggmMAM&usg=AOvVaw3NxRe9qk4LeGEMt";"Хорошо встретить Новый год 2018 помогут вкусные новогодние рецепты, разнообразные блюда на новый 2018 год, красивый новогодний стол 2018, ... К праздничному новогоднему столу можно приготовить аппетитную закуску в виде непременного атрибута Деда Мороза – мешка с подарками. Для этого  ...";"Новогодний стол - 1492 рецепта приготовления пошагово - 1000 ...";"https://1000.menu/catalog/novogodnie-retseptj&sa=U&ved=0ahUKEwiG2vD80O3XAhWuYd8KHTYeB-wQFggsMAQ&usg=AOvVaw1W98q2g9GlEFTMo";"Новогодний стол - быстрые и простые рецепты для дома на любой вкус: отзывы, время готовки, калории, супер-поиск, личная КК. ... Пикантный салат для праздничного новогоднего стола. 132 ккал. 25 мин. состав ... Порадуй детей на Новый год и Рождество, угости этим чудесным печеньем! 355 ккал. 2 ч.";"Новогодние рецепты 2018 с фото. Рецепты на Новый год 2018";"https://kedem.ru/recipe/nyrecipe/&sa=U&ved=0ahUKEwiG2vD80O3XAhWuYd8KHTYeB-wQFggyMAU&usg=AOvVaw1pxUsfjgnYVkYj1";"Новые пошаговые рецепты с фото на новогодний стол 2018. Новогодние рецепты салатов, закусок, вторых ... Новый рецепт. Буженина из свинины « Праздничная». Рейтинг рецепта. +47. Новый рецепт. Канапе на праздничный стол «Кораблики». Рейтинг рецепта. +19. Новый рецепт. Салат с ананасами ...";"Новогодний праздничный стол 2018.Рецепты с фото. Рецепты ...";"http://samvari.ru/raznoe/prazdnik-novyj-god.shtml&sa=U&ved=0ahUKEwiG2vD80O3XAhWuYd8KHTYeB-wQFgg4MAY&usg=AOvVaw2pfAJSPmtD3CweL";"Рецепты на Новый год, Рождество, день рождения, юбилей... ... Для хозяйки, готовящей праздничный стол, важно, чтобы блюда были вкусными, полезными, быстро или заранее готовились и хорошо хранились. ... Надеюсь,эта страничка поможет вам в выборе и приготовлении блюд к праздничному столу."
"D41A45D2-E352-540F-F667-040E22ABDDD3";"Новый год 2015. Какой наряд выбрать";"novyy-god-2015-kakoy-naryad-vybrat";"NkxJ0WJHrcQ";"В чем встречать Новый год 2017 (год Петуха) по знакам зодиака?";"http://new-year-party.ru/v-chem-vstrechat-noviy-god-2015/&sa=U&ved=0ahUKEwiV0MGU0e3XAhWETN8KHf4WD9sQFgguMAc&usg=AOvVaw2LgQtQH6hMC0-yP";"Выбираем платье и аксессуары на Новый год. Как правильно подобрать цвет платья, чтобы в Новом году твое желание осуществилось ...";"В чем встречать Новый год 2018. Какой цвет платья выбрать в ...";"http://shoppingcenter.ru/fashion/new-year.html&sa=U&ved=0ahUKEwiV0MGU0e3XAhWETN8KHf4WD9sQFgg0MAg&usg=AOvVaw2T1DdLa4rUctaG6";"21 авг 2017 ... 1 Какой наряд выбрать Львицам на Новый год 20152 Романтичное платье для Раков3 Тельцы и Весы встречают новогодний праздник в вечернем наряде4 Что надеть Девам и Близнецам5 Наряд для Нового года 2015 для Овнов и Скорпионов6 Цвета одежды на Новый год 2015 для Рыб и ...";"Новый год 2015 и знаки Зодиака, что надеть? | Новости для ...";"http://mol-inventum.ru/moda/novyiy-god-2015-i-znaki-zodiaka-chto-nadet.html&sa=U&ved=0ahUKEwiV0MGU0e3XAhWETN8KHf4WD9sQFgg6MAk&usg=AOvVaw0t4NcXRNrDXGB48";"Какой наряд выбрать на Новый год 2015. Не знаете , что одеть на новый год ? Читайте эту статью! Девчонки, признайте: ну и «покатала» нас зеленая лошадка в этом году! Обвинения, санкции, падение цен на нефть, взлеты чужих валют, в общем годок еще тот… Поэтому все мы с нетерпением ждем,  ...";"Какой наряд выбрать на Новый год 2015 - Svoipravila.ru";"https://svoipravila.ru/moda/novosti-sezona/chto-odet-na-novii-2015-god.html&sa=U&ved=0ahUKEwiV0MGU0e3XAhWETN8KHf4WD9sQFghAMAo&usg=AOvVaw2_gyBlkwD_tI4_I";"Дети с нетерпением ждут Новый год, а взрослые не желают ускорять время своей жизни, но Новый 2015 год придет ко всем в один день, и сделает старше на 1 год, независимо от наших желаний, посему давайте вместе подумаем, как будем встречать праздник и какого цвета выбрать наряды. Какой цвет ..."
"3385C459-D7DA-C8F7-AB69-75729F99C16C";"Как украсить новогоднюю ель по фэншуй";"kak-ukrasit-novogodnyuyu-el-po-fenshuy";"Uiz3XYPpH4I";"Новый год 2018 согласно Фэн-шуй: елка, украшения, принципы";"http://new-year-party.ru/kak-vstretit-novyj-god-2015-po-fen-shuj/&sa=U&ved=0ahUKEwiop4-r0e3XAhUhc98KHRI7AasQFggrMAY&usg=AOvVaw3ZQcHKRZIV8hmeM";"23 дек 2014 ... По их мнению, правильно поставленная елка способна не только подарить новогоднюю радость, но и привлечь в твою жизнь желаемое. ... Для любви фэн-шуй советует елку украшать блестящими кристаллами, шелковыми лентами, сердечками, игрушками в форме сердца либо парными ...";"Ставим елку по фэн-шуй - Дизайн интерьера - интерьер дома ...";"http://ivona.bigmir.net/health/advice/303332-nnn-Stavim-elku-po-fen-shuj&sa=U&ved=0ahUKEwiop4-r0e3XAhUhc98KHRI7AasQFggxMAc&usg=AOvVaw1OoSEjZvsLNZtdZ";"Читайте, как правильно установить в квартире елку по фен-шуй, чтобы она принесла счастье и удачу в наступающем году! ... Зная, как по правильно установить и украсить елку, вы сможете привлечь благосклонность судьбы в ту или иную сферу жизни. ... Тогда место для вашей новогодней елки – север .";"Как по Фэн-шуй правильно поставить и украсить елку?";"http://beautiful-and-happy.ru/dom/fen-shui/116-elka-po-fen-shui.html&sa=U&ved=0ahUKEwiop4-r0e3XAhUhc98KHRI7AasQFgg4MAg&usg=AOvVaw1TMkctjm-gDPLnz";"Где поставить елку в доме, учитывая Фен-шуй, чтобы добиться исполнения желаний.";"Где поставить новогоднюю елку по Фен-шуй | Магиня";"http://magenya.ru/%3Fp%3D584&sa=U&ved=0ahUKEwiop4-r0e3XAhUhc98KHRI7AasQFgg-MAk&usg=AOvVaw09gHrvvVnfQHeSW";"Теперь настала пора ставить и украшать елочку, которая и создает те самые ощущения волшебства и радости новогоднего праздника. Некоторые люди, желая продлить ощущения праздника, держат елку месяцами, пока она полностью не осыплется. Но наш вам совет – не ждите, пока елка засохнет, ..."
"F1B98805-4F4F-E26D-5BCA-CA8BF2D05F51";"Новогодние украшения из бумаги своими руками";"novogodnie-ukrasheniya-iz-bumagi-svoimi-rukami";"d7YZZ-KK70A";"Новогодние поделки из бумаги. Елочные игрушки из бумаги.";"http://adalin.mospsy.ru/ny/eligr12.shtml&sa=U&ved=0ahUKEwjOif680e3XAhVERN8KHSc-Db8QFgguMAc&usg=AOvVaw18BO_bXLMgcKfrY";"Геометрические фигуры из бумаги покоряют четкостью, даже строгостью своих линий, при этом выглядят очень оригинально, а сделать их весьма просто. Имея лист бумаги, клей-карандаш и несколько свободных минут, можно создать своими руками удивительный декор для дома. Можно превратить их в ...";"Более 25 лучших идей на тему «Украшения из бумаги» на ...";"https://ru.pinterest.com/explore/%25D1%2583%25D0%25BA%25D1%2580%25D0%25B0%25D1%2588%25D0%25B5%25D0%25BD%25D0%25B8%25D1%258F-%25D0%25B8%25D0%25B7-%25D0%25B1%25D1%2583%25D0%25BC%25D0%25B0%25D0%25B3%25D0%25B8/&sa=U&ved=0ahUKEwjOif680e3XAhVERN8KHSc-Db8QFgg0MAg&usg=AOvVaw1c5nxu0nzG0AcDY";"27 сен 2017 ... Как сделать елочные украшения из гофрированной бумаги? Новогодние игрушки из картона своими руками. Шаблоны объемных поделок из цветной бумаги.";"Новогодние игрушки из бумаги — как сделать елочные ... - Sunmag";"https://sunmag.me/sovety/27-09-2017-novogodnie-igrushki-iz-bumagi-i-kartona.html&sa=U&ved=0ahUKEwjOif680e3XAhVERN8KHSc-Db8QFgg5MAk&usg=AOvVaw3P_2kHPYLVLglXg";"Новогодние игрушки своими руками. Как вам такая гирлянда из поп-корна? Мне лично очень нравится. Новогодние игрушки своими руками. А если между поп-корном нанизать какие-нибудь ягодки (в наших реалиях скорее ...";"Новогодние игрушки своими руками | Сделать новогоднюю ...";"https://originalnie-podarki.com/novogodnie-igrushki-svoimi-rukami-2/&sa=U&ved=0ahUKEwjOif680e3XAhVERN8KHSc-Db8QFgg_MAo&usg=AOvVaw1TKhKiYaxpjFtR3";"25 ноя 2017 ... В этой статье я решила собрать несколько способов сделать собственные украшения из бумаги на Новый год — прежде всего на елку. Надеюсь, что среди праздничной суеты у вас найдется несколько свободных минут, чтобы смастерить новогодние игрушки своими руками из бумаги."
"E946652A-AD53-0B8E-1311-94A7DF3BA160";"Как выбрать новогодние украшения";"kak-vybrat-novogodnie-ukrasheniya";"PvmO2fsCmng";"Как выбрать елочные игрушки и электрогирлянды для дома?";"http://domisad.org/kakvybratelochniyeigrushki/&sa=U&ved=0ahUKEwjY-sjO0e3XAhVEmeAKHYO0DeEQFggoMAM&usg=AOvVaw1bvTMPbgwom7uKe";"Имейте ввиду, что елочные украшения надо выбирать таким образом не только к себе домой, но и в подарок и для офисных мероприятий. Ведь безопасность важна везде. А если учесть, что новогодняя елка у многих стоит в квартире чуть ли не до 8 марта, то конечно же она должна быть экологична.";"Как выбрать безопасные елочные игрушки и другие новогодние ...";"http://domisad.org/bezopasniyeelochniyeigrushki/&sa=U&ved=0ahUKEwjY-sjO0e3XAhVEmeAKHYO0DeEQFgguMAQ&usg=AOvVaw3fCTKlUgFr3NIVj";"Как выбрать безопасные елочные игрушки и другие новогодние товары? Так как в России сейчас в магазинах новогодних товаров в основном можно купить елочные игрушки местного и китайского производства очень полезно было бы знать, как правильно выбирать елочные игрушки, которые были бы  ...";"Как выбирать новогодние ёлочные игрушки? Инфографика ...";"http://www.aif.ru/ny/nyentertaiment/infografika_kak_vybrat_novogodnie_yolochnye_igrushki&sa=U&ved=0ahUKEwjY-sjO0e3XAhVEmeAKHYO0DeEQFgg0MAU&usg=AOvVaw1RKNu4X3nKpA_NT";"15 дек 2014 ... Представить себе Новый год без ёлки — сложно, а ёлку без игрушек — ещё сложнее. Ассортимент ёлочных игрушек очень широк, да и некачественных среди них немало. Как же выбрать такие, что и радовать будут, и прослужат долго, и вреда не принесут? Ёлочные игрушки должны быть ...";"8 советов по выбору елочных новогодних игрушек - Лайфхакер";"https://lifehacker.ru/2013/12/22/8-sovetov-po-vyboru-elochnyx-novogodnix-igrushek/&sa=U&ved=0ahUKEwjY-sjO0e3XAhVEmeAKHYO0DeEQFgg7MAY&usg=AOvVaw2Rl4wtE1PgyJQb3";"22 дек 2013 ... Как выбрать елочные игрушки, чтобы они были не только красивыми, но и безопасными и долговечными? ... Большинство возгораний и пожаров в новогодние праздники связаны с неправильным размещением легкоплавких украшений в помещениях и домах — рядом с электроприборами, ..."
